partition_date,id,vehicleid,coordinate_latitude,coordinate_longitude,timestamp,heading,ignitionState,odometer,speed,vext,event_description,linear_g,lateral_g,terminal_id,recieved_ts,road_speed,gps_fix_type,gps_accuracy,vgsm,x_accel,y_accel,z_accel,altitude,SP_CODE,SP_NAME,MP_NAME,MN_NAME,DC_NAME,PR_NAME,created_ts,country_name
2022-01-01,165046524,165046524,-32.121958,26.71075,2022-01-01 19:52:22,5,ON,16976459.0,0,13.44,Ign ON,0.0,0.0,164718903,2022-01-01 21:53:29,60.0,3,0,3.1,-0.07,0.02,0.02,1178.0,281051001.0,KwaManzikrakra SP,KwaManzikrakra,Lukanji,Chris Hani,Eastern Cape,2022-01-01 19:53:49.960456,South Africa
2022-01-01,165046524,165046524,-32.121963,26.710753,2022-01-01 19:52:46,14,ON,16976459.0,0,13.44,GPS_Lock,0.0,0.0,164718903,2022-01-01 21:53:29,60.0,3,0,3.29,-0.13,0.02,0.02,1178.0,281051001.0,KwaManzikrakra SP,KwaManzikrakra,Lukanji,Chris Hani,Eastern Cape,2022-01-01 19:53:49.960456,South Africa
2022-01-01,165046524,165046524,-32.121962,26.710751,2022-01-01 19:52:53,0,ON,16976459.0,0,13.44,GPS_Lost,0.0,0.0,164718903,2022-01-01 21:53:29,60.0,2,0,3.29,-0.09,0.02,0.02,1178.0,281051001.0,KwaManzikrakra SP,KwaManzikrakra,Lukanji,Chris Hani,Eastern Cape,2022-01-01 19:53:49.960456,South Africa
2022-01-01,165046524,165046524,-32.121963,26.710753,2022-01-01 19:53:04,106,ON,16976459.0,0,13.44,GPS_Lock,0.0,0.0,164718903,2022-01-01 21:53:29,60.0,3,0,3.34,-0.09,0.02,0.02,1178.0,281051001.0,KwaManzikrakra SP,KwaManzikrakra,Lukanji,Chris Hani,Eastern Cape,2022-01-01 19:53:49.960456,South Africa
2022-01-01,165046524,165046524,-32.121958,26.710751,2022-01-01 19:56:04,34,ON,16976459.0,0,13.44,PER,0.0,0.0,164718903,2022-01-01 19:56:46,60.0,3,0,3.82,-0.11,0.02,,1178.0,281051001.0,KwaManzikrakra SP,KwaManzikrakra,Lukanji,Chris Hani,Eastern Cape,2022-01-01 19:57:18.700784,South Africa
2022-01-01,165046524,165046524,-32.121958,26.710751,2022-01-01 19:59:04,162,ON,16976459.0,0,13.44,PER,0.0,0.0,164718903,2022-01-01 20:01:15,60.0,3,0,3.99,-0.09,,0.02,1178.0,281051001.0,KwaManzikrakra SP,KwaManzikrakra,Lukanji,Chris Hani,Eastern Cape,2022-01-01 20:01:39.796450,South Africa
2022-01-01,165046524,165046524,-32.121872,26.710728,2022-01-01 20:00:03,344,ON,16976459.0,11,13.44,MotionStart,0.0,0.0,164718903,2022-01-01 20:01:15,60.0,3,0,4.03,-0.09,0.02,0.02,1178.0,281051001.0,KwaManzikrakra SP,KwaManzikrakra,Lukanji,Chris Hani,Eastern Cape,2022-01-01 20:01:39.796450,South Africa
2022-01-01,165046524,165046524,-32.121843,26.710723,2022-01-01 20:00:04,355,ON,16976463.0,11,13.44,dHDG,0.0,0.06,164718903,2022-01-01 20:01:15,60.0,3,0,4.03,-0.07,0.02,0.02,1178.0,281051001.0,KwaManzikrakra SP,KwaManzikrakra,Lukanji,Chris Hani,Eastern Cape,2022-01-01 20:01:39.796450,South Africa
2022-01-01,165046524,165046524,-32.121355,26.710645,2022-01-01 20:00:15,350,ON,16976517.0,15,13.44,dHDG,-0.03,0.0,164718903,2022-01-01 20:01:15,60.0,3,0,4.03,-0.11,0.04,,1178.0,281051001.0,KwaManzikrakra SP,KwaManzikrakra,Lukanji,Chris Hani,Eastern Cape,2022-01-01 20:01:39.796450,South Africa
2022-01-01,165046524,165046524,-32.120919,26.710523,2022-01-01 20:00:27,335,ON,16976567.0,15,13.44,dHDG,0.0,0.01,164718903,2022-01-01 20:01:15,60.0,3,0,4.03,-0.09,0.02,-0.02,1176.0,281051001.0,KwaManzikrakra SP,KwaManzikrakra,Lukanji,Chris Hani,Eastern Cape,2022-01-01 20:01:39.796450,South Africa
2022-01-01,165046524,165046524,-32.120432,26.710265,2022-01-01 20:00:41,336,ON,16976627.0,15,0.24,Power OFF,0.0,0.01,164718903,2022-01-01 20:01:26,60.0,3,0,3.93,-0.09,,,1175.0,281051001.0,KwaManzikrakra SP,KwaManzikrakra,Lukanji,Chris Hani,Eastern Cape,2022-01-01 20:02:01.735075,South Africa
