partition_date,id,vehicleid,coordinate_latitude,coordinate_longitude,timestamp,heading,ignitionState,odometer,speed,vext,event_description,linear_g,lateral_g,terminal_id,recieved_ts,road_speed,gps_fix_type,gps_accuracy,vgsm,x_accel,y_accel,z_accel,altitude,SP_CODE,SP_NAME,MP_NAME,MN_NAME,DC_NAME,PR_NAME,created_ts,country_name
2022-01-01,203444726,203444726,-34.012133,18.598883,2022-01-01 02:25:40,130,OFF,,0,0.0,PER,0.0,0.0,201486201,2022-01-01 04:26:17,60.0,3,0,3.043,,,,,199036005.0,Philippi East,Philippi,City of Cape Town,City of Cape Town,Western Cape,2022-01-01 02:26:39.047963,South Africa
2022-01-02,203444726,203444726,-34.01215,18.598733,2022-01-02 02:29:47,130,OFF,,0,0.0,PER,0.0,0.0,201486201,2022-01-02 04:29:49,60.0,3,0,3.043,,,,,199036005.0,Philippi East,Philippi,City of Cape Town,City of Cape Town,Western Cape,2022-01-02 02:30:05.373255,South Africa
2022-01-02,203444726,203444726,-34.01215,18.598733,2022-01-02 02:29:55,130,OFF,,0,0.0,PER,0.0,0.0,201486201,2022-01-02 04:29:58,60.0,3,0,3.043,,,,,199036005.0,Philippi East,Philippi,City of Cape Town,City of Cape Town,Western Cape,2022-01-02 02:30:05.373255,South Africa
2022-01-02,203444726,203444726,-34.01215,18.598733,2022-01-02 02:30:03,130,OFF,,0,0.0,PER,0.0,0.0,201486201,2022-01-02 02:30:06,60.0,3,0,3.043,,,,,199036005.0,Philippi East,Philippi,City of Cape Town,City of Cape Town,Western Cape,2022-01-02 02:30:23.067574,South Africa
2022-01-02,203444726,203444726,-34.012199,18.598649,2022-01-02 14:31:51,66,OFF,,0,0.0,PER,0.0,0.0,201486201,2022-01-02 16:31:52,60.0,3,0,3.086,,,,,199036005.0,Philippi East,Philippi,City of Cape Town,City of Cape Town,Western Cape,2022-01-02 14:32:06.277618,South Africa
2022-01-02,203444726,203444726,-34.012199,18.598649,2022-01-02 14:31:58,66,OFF,,0,0.0,PER,0.0,0.0,201486201,2022-01-02 16:32:01,60.0,3,0,3.086,,,,,199036005.0,Philippi East,Philippi,City of Cape Town,City of Cape Town,Western Cape,2022-01-02 14:32:49.694235,South Africa
2022-01-02,203444726,203444726,-34.012199,18.598649,2022-01-02 14:32:06,66,OFF,,0,0.0,PER,0.0,0.0,201486201,2022-01-02 16:32:08,60.0,3,0,3.086,,,,,199036005.0,Philippi East,Philippi,City of Cape Town,City of Cape Town,Western Cape,2022-01-02 14:32:49.694235,South Africa
2022-01-03,203444726,203444726,-34.012116,18.5988,2022-01-03 02:33:40,34,OFF,,0,0.0,PER,0.0,0.0,201486201,2022-01-03 02:33:42,60.0,3,0,3.029,,,,,199036005.0,Philippi East,Philippi,City of Cape Town,City of Cape Town,Western Cape,2022-01-03 02:33:57.661317,South Africa
2022-01-03,203444726,203444726,-34.012116,18.5988,2022-01-03 02:33:48,34,OFF,,0,0.0,PER,0.0,0.0,201486201,2022-01-03 04:33:53,60.0,3,0,3.029,,,,,199036005.0,Philippi East,Philippi,City of Cape Town,City of Cape Town,Western Cape,2022-01-03 02:34:15.984060,South Africa
2022-01-03,203444726,203444726,-34.012116,18.5988,2022-01-03 02:33:56,34,OFF,,0,0.0,PER,0.0,0.0,201486201,2022-01-03 04:33:58,60.0,3,0,3.029,,,,,199036005.0,Philippi East,Philippi,City of Cape Town,City of Cape Town,Western Cape,2022-01-03 02:34:15.984060,South Africa
