partition_date,id,vehicleid,coordinate_latitude,coordinate_longitude,timestamp,heading,ignitionState,odometer,speed,vext,event_description,linear_g,lateral_g,terminal_id,recieved_ts,road_speed,gps_fix_type,gps_accuracy,vgsm,x_accel,y_accel,z_accel,altitude,SP_CODE,SP_NAME,MP_NAME,MN_NAME,DC_NAME,PR_NAME,created_ts,country_name
2022-01-03,139599033,139599033,-33.902412,18.59049,2022-01-03 16:30:10,0,OFF,220022758.0,0,14.16,Power OFF,0.0,0.0,136654673,2022-01-03 18:30:38,60.0,2,0,4.48,-0.11,0.02,-0.02,40.0,199017018.0,Fairfield Estate,Parow,City of Cape Town,City of Cape Town,Western Cape,2022-01-03 16:30:56.350973,South Africa
2022-01-03,139599033,139599033,-33.902412,18.59049,2022-01-03 16:30:48,0,OFF,220022758.0,0,14.16,Power ON,0.0,0.0,136654673,2022-01-03 18:31:16,60.0,2,0,4.48,-0.11,0.02,-0.02,40.0,199017018.0,Fairfield Estate,Parow,City of Cape Town,City of Cape Town,Western Cape,2022-01-03 16:31:40.098612,South Africa
2022-01-03,139599033,139599033,-33.902412,18.59049,2022-01-03 16:33:10,0,OFF,220022758.0,0,14.16,Power OFF,0.0,0.0,136654673,2022-01-03 18:33:38,60.0,2,0,4.48,-0.11,0.02,-0.02,40.0,199017018.0,Fairfield Estate,Parow,City of Cape Town,City of Cape Town,Western Cape,2022-01-03 16:33:56.060543,South Africa
2022-01-03,139599033,139599033,-33.902412,18.59049,2022-01-03 16:33:36,0,OFF,220022758.0,0,14.16,Power ON,0.0,0.0,136654673,2022-01-03 16:34:04,60.0,2,0,4.48,-0.11,0.02,-0.02,40.0,199017018.0,Fairfield Estate,Parow,City of Cape Town,City of Cape Town,Western Cape,2022-01-03 16:34:18.053052,South Africa
2022-01-03,139599033,139599033,-33.902412,18.59049,2022-01-03 16:36:17,0,OFF,220022758.0,0,14.16,Power OFF,0.0,0.0,136654673,2022-01-03 16:36:45,60.0,2,0,4.48,-0.11,0.02,-0.02,40.0,199017018.0,Fairfield Estate,Parow,City of Cape Town,City of Cape Town,Western Cape,2022-01-03 16:36:58.353493,South Africa
2022-01-03,139599033,139599033,-33.902412,18.59049,2022-01-03 16:37:34,0,OFF,220022758.0,0,14.16,Power ON,0.0,0.0,136654673,2022-01-03 16:38:03,60.0,2,0,4.48,-0.11,0.02,-0.02,40.0,199017018.0,Fairfield Estate,Parow,City of Cape Town,City of Cape Town,Western Cape,2022-01-03 16:38:28.221705,South Africa
2022-01-27,139599033,139599033,-33.902412,18.59049,2022-01-27 14:45:51,0,OFF,220022758.0,0,14.16,Power OFF,0.0,0.0,136654673,2022-01-27 16:46:17,60.0,2,0,4.48,-0.11,0.02,-0.02,40.0,199017018.0,Fairfield Estate,Parow,City of Cape Town,City of Cape Town,Western Cape,2022-01-27 14:46:36.547353,South Africa
2022-01-27,139599033,139599033,-33.902412,18.59049,2022-01-27 14:54:40,0,OFF,220022758.0,0,14.16,Power ON,0.0,0.0,136654673,2022-01-27 16:55:25,60.0,2,0,4.48,-0.11,0.02,-0.02,40.0,199017018.0,Fairfield Estate,Parow,City of Cape Town,City of Cape Town,Western Cape,2022-01-27 14:55:52.517425,South Africa
2022-01-27,139599033,139599033,-33.902412,18.59049,2022-01-27 14:55:40,0,OFF,220022758.0,0,14.16,Power OFF,0.0,0.0,136654673,2022-01-27 16:56:01,60.0,2,0,4.48,-0.11,0.02,-0.02,40.0,199017018.0,Fairfield Estate,Parow,City of Cape Town,City of Cape Town,Western Cape,2022-01-27 14:56:18.196450,South Africa
2022-01-27,139599033,139599033,-33.902412,18.59049,2022-01-27 14:56:09,0,OFF,220022758.0,0,14.16,Power ON,0.0,0.0,136654673,2022-01-27 16:56:30,60.0,2,0,4.48,-0.11,0.02,-0.02,40.0,199017018.0,Fairfield Estate,Parow,City of Cape Town,City of Cape Town,Western Cape,2022-01-27 14:56:46.330577,South Africa
2022-02-19,139599033,139599033,-33.902412,18.59049,2022-02-19 18:19:27,0,OFF,220022758.0,0,14.16,Power OFF,0.0,0.0,136654673,2022-02-19 20:20:00,60.0,2,0,4.48,-0.11,0.02,-0.02,40.0,199017018.0,Fairfield Estate,Parow,City of Cape Town,City of Cape Town,Western Cape,2022-02-19 18:20:21.653614,South Africa
2022-02-19,139599033,139599033,-33.902412,18.59049,2022-02-19 18:30:59,0,OFF,220022758.0,0,14.16,Power ON,0.0,0.0,136654673,2022-02-19 18:31:45,60.0,2,0,4.48,-0.11,0.02,-0.02,40.0,199017018.0,Fairfield Estate,Parow,City of Cape Town,City of Cape Town,Western Cape,2022-02-19 18:32:15.186233,South Africa
2022-02-19,139599033,139599033,-33.902412,18.59049,2022-02-19 18:33:50,0,OFF,220022758.0,0,14.16,Power OFF,0.0,0.0,136654673,2022-02-19 18:34:13,60.0,2,0,4.48,-0.11,0.02,-0.02,40.0,199017018.0,Fairfield Estate,Parow,City of Cape Town,City of Cape Town,Western Cape,2022-02-19 18:34:31.263001,South Africa
2022-02-19,139599033,139599033,-33.902412,18.59049,2022-02-19 19:07:02,0,OFF,220022758.0,0,14.16,Power ON,0.0,0.0,136654673,2022-02-19 19:07:38,60.0,2,0,4.48,-0.11,0.02,-0.02,40.0,199017018.0,Fairfield Estate,Parow,City of Cape Town,City of Cape Town,Western Cape,2022-02-19 19:08:17.045991,South Africa
2022-02-19,139599033,139599033,-33.902412,18.59049,2022-02-19 19:08:28,0,OFF,220022758.0,0,14.16,Power OFF,0.0,0.0,136654673,2022-02-19 19:08:51,60.0,2,0,4.48,-0.11,0.02,-0.02,40.0,199017018.0,Fairfield Estate,Parow,City of Cape Town,City of Cape Town,Western Cape,2022-02-19 19:09:38.936264,South Africa
2022-02-19,139599033,139599033,-33.902412,18.59049,2022-02-19 20:26:49,0,OFF,220022758.0,0,14.16,Power ON,0.0,0.0,136654673,2022-02-19 20:27:27,60.0,2,0,4.48,-0.11,0.02,-0.02,40.0,199017018.0,Fairfield Estate,Parow,City of Cape Town,City of Cape Town,Western Cape,2022-02-19 20:27:53.076477,South Africa
2022-02-25,139599033,139599033,-33.902412,18.59049,2022-02-25 20:05:34,0,OFF,220022758.0,0,14.16,Power OFF,0.0,0.0,136654673,2022-02-25 20:06:04,60.0,2,0,4.48,-0.11,0.02,-0.02,40.0,199017018.0,Fairfield Estate,Parow,City of Cape Town,City of Cape Town,Western Cape,2022-02-25 20:07:32.646430,South Africa
2022-02-25,139599033,139599033,-33.902412,18.59049,2022-02-25 20:06:37,0,OFF,220022758.0,0,14.16,Power ON,0.0,0.0,136654673,2022-02-25 20:07:07,60.0,2,0,4.48,-0.11,0.02,-0.02,40.0,199017018.0,Fairfield Estate,Parow,City of Cape Town,City of Cape Town,Western Cape,2022-02-25 20:07:58.300909,South Africa
2022-03-04,139599033,139599033,-33.902412,18.59049,2022-03-04 12:22:11,0,OFF,220022758.0,0,14.16,Power OFF,0.0,0.0,136654673,2022-03-04 14:22:35,60.0,2,0,4.48,-0.11,0.02,-0.02,40.0,199017018.0,Fairfield Estate,Parow,City of Cape Town,City of Cape Town,Western Cape,2022-03-04 12:22:55.314375,South Africa
2022-03-04,139599033,139599033,-33.902412,18.59049,2022-03-04 12:23:44,0,OFF,220022758.0,0,14.16,Power ON,0.0,0.0,136654673,2022-03-04 14:24:11,60.0,2,0,4.48,-0.11,0.02,-0.02,40.0,199017018.0,Fairfield Estate,Parow,City of Cape Town,City of Cape Town,Western Cape,2022-03-04 12:24:42.013261,South Africa
2022-03-09,139599033,139599033,-33.902412,18.59049,2022-03-09 11:24:27,0,OFF,220022758.0,0,14.16,Power OFF,0.0,0.0,136654673,2022-03-09 11:24:48,60.0,2,0,4.48,-0.11,0.02,-0.02,40.0,199017018.0,Fairfield Estate,Parow,City of Cape Town,City of Cape Town,Western Cape,2022-03-09 11:25:10.073066,South Africa
2022-03-09,139599033,139599033,-33.902412,18.59049,2022-03-09 11:25:15,0,OFF,220022758.0,0,14.16,Power ON,0.0,0.0,136654673,2022-03-09 11:25:37,60.0,2,0,4.48,-0.11,0.02,-0.02,40.0,199017018.0,Fairfield Estate,Parow,City of Cape Town,City of Cape Town,Western Cape,2022-03-09 11:25:55.472682,South Africa
2022-03-09,139599033,139599033,-33.902412,18.59049,2022-03-09 19:44:29,0,OFF,220022758.0,0,14.16,Power OFF,0.0,0.0,136654673,2022-03-09 22:03:48,60.0,2,0,4.48,-0.11,0.02,-0.02,40.0,199017018.0,Fairfield Estate,Parow,City of Cape Town,City of Cape Town,Western Cape,2022-03-09 20:04:00.136798,South Africa
2022-03-09,139599033,139599033,-33.902412,18.59049,2022-03-09 19:45:23,0,OFF,220022758.0,0,14.16,Power ON,0.0,0.0,136654673,2022-03-09 22:03:48,60.0,2,0,4.48,-0.11,0.02,-0.02,40.0,199017018.0,Fairfield Estate,Parow,City of Cape Town,City of Cape Town,Western Cape,2022-03-09 20:04:00.136798,South Africa
2022-03-09,139599033,139599033,-33.902412,18.59049,2022-03-09 21:50:45,0,OFF,220022758.0,0,14.16,Power OFF,0.0,0.0,136654673,2022-03-09 23:51:07,60.0,2,0,4.48,-0.11,0.02,-0.02,40.0,199017018.0,Fairfield Estate,Parow,City of Cape Town,City of Cape Town,Western Cape,2022-03-09 21:51:18.265094,South Africa
