partition_date,id,vehicleid,coordinate_latitude,coordinate_longitude,timestamp,heading,ignitionState,odometer,speed,vext,event_description,linear_g,lateral_g,terminal_id,recieved_ts,road_speed,gps_fix_type,gps_accuracy,vgsm,x_accel,y_accel,z_accel,altitude,SP_CODE,SP_NAME,MP_NAME,MN_NAME,DC_NAME,PR_NAME,created_ts,country_name
2022-01-01,174578640,174578640,-33.915255,18.468431,2022-01-01 08:30:19,0,ON,40314567.0,0,12.48,Ign ON,0.0,0.0,171872540,2022-01-01 10:30:36,60.0,2,0,4.56,0.07,0.02,0.02,26.0,199037004.0,Paarden Eiland,Cape Town,City of Cape Town,City of Cape Town,Western Cape,2022-01-01 08:30:53.216370,South Africa
2022-01-01,174578640,174578640,-33.915222,18.468448,2022-01-01 08:30:27,138,ON,40314567.0,0,14.52,GPS_Lock,0.0,0.0,171872540,2022-01-01 10:30:43,60.0,3,0,4.56,0.09,,0.04,27.0,199037004.0,Paarden Eiland,Cape Town,City of Cape Town,City of Cape Town,Western Cape,2022-01-01 08:30:53.216370,South Africa
2022-01-01,174578640,174578640,-33.915262,18.468408,2022-01-01 08:30:29,109,ON,40314567.0,0,14.76,ER_ON,0.0,0.0,171872540,2022-01-01 10:30:50,60.0,3,0,4.56,0.07,-0.02,0.04,27.0,199037004.0,Paarden Eiland,Cape Town,City of Cape Town,City of Cape Town,Western Cape,2022-01-01 08:30:53.216370,South Africa
2022-01-01,174578640,174578640,-33.914852,18.468489,2022-01-01 08:31:14,313,ON,40314579.0,15,13.8,MotionStart,0.0,0.0,171872540,2022-01-01 10:31:35,60.0,3,0,4.56,0.09,0.02,0.04,21.0,199037004.0,Paarden Eiland,Cape Town,City of Cape Town,City of Cape Town,Western Cape,2022-01-01 08:31:53.240529,South Africa
2022-01-01,174578640,174578640,-33.91383,18.466873,2022-01-01 08:31:35,280,ON,40314766.0,20,14.52,dHDG,-0.06,0.18,171872540,2022-01-01 08:31:55,60.0,3,0,4.56,0.09,-0.02,0.04,17.0,199037004.0,Paarden Eiland,Cape Town,City of Cape Town,City of Cape Town,Western Cape,2022-01-01 08:32:13.608339,South Africa
2022-01-01,174578640,174578640,-33.914775,18.465778,2022-01-01 08:32:00,188,ON,40314766.0,0,14.52,MotionEnd,0.0,0.0,171872540,2022-01-01 10:32:23,60.0,3,0,4.56,0.07,,0.04,11.0,199037004.0,Paarden Eiland,Cape Town,City of Cape Town,City of Cape Town,Western Cape,2022-01-01 08:32:34.239525,South Africa
2022-01-01,174578640,174578640,-33.914783,18.465772,2022-01-01 08:32:03,188,OFF,40314766.0,0,13.8,Ign OFF,0.0,0.0,171872540,2022-01-01 08:32:23,60.0,3,0,4.56,0.09,0.02,0.04,11.0,199037004.0,Paarden Eiland,Cape Town,City of Cape Town,City of Cape Town,Western Cape,2022-01-01 08:32:34.239525,South Africa
2022-01-01,174578640,174578640,-33.914757,18.465592,2022-01-01 08:34:22,0,ON,40314766.0,0,11.52,Ign ON,0.0,0.0,171872540,2022-01-01 10:34:45,60.0,2,0,4.53,0.09,,0.02,9.0,199037004.0,Paarden Eiland,Cape Town,City of Cape Town,City of Cape Town,Western Cape,2022-01-01 08:34:56.564241,South Africa
2022-01-01,174578640,174578640,-33.91486,18.465696,2022-01-01 08:34:29,207,ON,40314766.0,8,14.76,GPS_Lock,0.0,0.0,171872540,2022-01-01 08:34:48,60.0,3,0,4.56,0.09,0.02,0.04,7.0,199037004.0,Paarden Eiland,Cape Town,City of Cape Town,City of Cape Town,Western Cape,2022-01-01 08:34:56.564241,South Africa
2022-01-01,174578640,174578640,-33.91489,18.465694,2022-01-01 08:34:30,216,ON,40314927.0,10,14.76,MotionStart,0.0,0.0,171872540,2022-01-01 10:34:48,60.0,3,0,4.56,0.09,0.04,0.04,8.0,199037004.0,Paarden Eiland,Cape Town,City of Cape Town,City of Cape Town,Western Cape,2022-01-01 08:34:56.564241,South Africa
2022-01-01,174578640,174578640,-33.91489,18.465694,2022-01-01 08:34:30,216,ON,40314927.0,10,14.76,ER_ON,0.0,0.0,171872540,2022-01-01 10:34:48,60.0,3,0,4.56,0.09,0.04,0.04,8.0,199037004.0,Paarden Eiland,Cape Town,City of Cape Town,City of Cape Town,Western Cape,2022-01-01 08:34:56.564241,South Africa
2022-01-01,174578640,174578640,-33.914905,18.465676,2022-01-01 08:34:31,250,ON,40314929.0,12,14.76,dHDG,0.06,0.17,171872540,2022-01-01 10:34:48,60.0,3,0,4.56,0.09,0.02,0.02,9.0,199037004.0,Paarden Eiland,Cape Town,City of Cape Town,City of Cape Town,Western Cape,2022-01-01 08:34:56.564241,South Africa
2022-01-01,174578640,174578640,-33.914088,18.466383,2022-01-01 08:35:01,46,ON,40315041.0,28,14.52,dHDG,0.03,0.0,171872540,2022-01-01 10:35:15,60.0,3,0,4.56,0.07,0.02,0.02,8.0,199037004.0,Paarden Eiland,Cape Town,City of Cape Town,City of Cape Town,Western Cape,2022-01-01 08:35:36.268051,South Africa
2022-01-01,174578640,174578640,-33.914843,18.468591,2022-01-01 08:35:31,158,ON,40315261.0,13,14.52,dHDG,-0.06,0.15,171872540,2022-01-01 10:35:45,60.0,3,0,4.56,0.11,0.02,,1.0,199037004.0,Paarden Eiland,Cape Town,City of Cape Town,City of Cape Town,Western Cape,2022-01-01 08:35:55.960217,South Africa
2022-01-01,174578640,174578640,-33.914917,18.468561,2022-01-01 08:35:33,226,ON,40315261.0,0,14.52,MotionEnd,0.0,0.0,171872540,2022-01-01 10:37:23,60.0,3,0,4.56,0.07,,0.02,,199037004.0,Paarden Eiland,Cape Town,City of Cape Town,City of Cape Town,Western Cape,2022-01-01 08:37:35.253466,South Africa
2022-01-01,174578640,174578640,-33.915348,18.468324,2022-01-01 08:37:09,121,OFF,40315261.0,0,13.8,Ign OFF,0.0,0.0,171872540,2022-01-01 10:37:24,60.0,3,0,4.56,0.07,,0.02,-2.0,199037004.0,Paarden Eiland,Cape Town,City of Cape Town,City of Cape Town,Western Cape,2022-01-01 08:37:35.253466,South Africa
2022-01-01,174578640,174578640,-33.915433,18.468311,2022-01-01 10:13:13,0,ON,40315261.0,0,10.56,Ign ON,0.0,0.0,171872540,2022-01-01 12:13:32,60.0,2,0,4.53,0.07,,0.02,,199037004.0,Paarden Eiland,Cape Town,City of Cape Town,City of Cape Town,Western Cape,2022-01-01 10:13:48.420286,South Africa
2022-01-01,174578640,174578640,-33.91544,18.468301,2022-01-01 10:13:18,150,ON,40315261.0,0,14.52,GPS_Lock,0.0,0.0,171872540,2022-01-01 10:13:39,60.0,3,0,4.56,0.07,0.02,0.02,,199037004.0,Paarden Eiland,Cape Town,City of Cape Town,City of Cape Town,Western Cape,2022-01-01 10:13:48.420286,South Africa
2022-01-01,174578640,174578640,-33.915443,18.468316,2022-01-01 10:13:20,138,ON,40315261.0,0,14.52,ER_ON,0.0,0.0,171872540,2022-01-01 10:13:39,60.0,3,0,4.56,0.05,,0.04,,199037004.0,Paarden Eiland,Cape Town,City of Cape Town,City of Cape Town,Western Cape,2022-01-01 10:13:48.420286,South Africa
2022-01-01,174578640,174578640,-33.9154,18.468316,2022-01-01 10:16:20,30,ON,40315261.0,0,14.52,Idle Per,0.0,0.0,171872540,2022-01-01 12:16:40,60.0,3,0,4.56,0.07,0.02,0.04,1.0,199037004.0,Paarden Eiland,Cape Town,City of Cape Town,City of Cape Town,Western Cape,2022-01-01 10:16:50.323867,South Africa
2022-01-01,174578640,174578640,-33.915385,18.468318,2022-01-01 10:19:20,30,ON,40315261.0,0,14.52,Idle Per,0.0,0.0,171872540,2022-01-01 10:19:40,60.0,3,0,4.56,0.09,,0.04,1.0,199037004.0,Paarden Eiland,Cape Town,City of Cape Town,City of Cape Town,Western Cape,2022-01-01 10:19:50.474329,South Africa
2022-01-01,174578640,174578640,-33.915385,18.468318,2022-01-01 10:22:20,70,ON,40315261.0,0,14.52,Idle Per,0.0,0.0,171872540,2022-01-01 10:22:40,60.0,3,0,4.56,0.07,0.02,0.04,1.0,199037004.0,Paarden Eiland,Cape Town,City of Cape Town,City of Cape Town,Western Cape,2022-01-01 10:22:54.717408,South Africa
2022-01-01,174578640,174578640,-33.915387,18.468318,2022-01-01 10:25:20,32,ON,40315261.0,0,14.52,Idle Per,0.0,0.0,171872540,2022-01-01 10:25:40,60.0,3,0,4.56,0.07,-0.02,0.02,1.0,199037004.0,Paarden Eiland,Cape Town,City of Cape Town,City of Cape Town,Western Cape,2022-01-01 10:25:54.030868,South Africa
2022-01-01,174578640,174578640,-33.915393,18.468338,2022-01-01 10:28:20,102,ON,40315261.0,0,14.52,Idle Per,0.0,0.0,171872540,2022-01-01 10:28:40,60.0,3,0,4.56,0.07,0.02,0.04,2.0,199037004.0,Paarden Eiland,Cape Town,City of Cape Town,City of Cape Town,Western Cape,2022-01-01 10:29:02.853702,South Africa
2022-01-01,174578640,174578640,-33.915388,18.468338,2022-01-01 10:31:20,106,ON,40315261.0,0,14.52,Idle Per,0.0,0.0,171872540,2022-01-01 12:31:40,60.0,3,0,4.56,0.07,0.02,0.04,4.0,199037004.0,Paarden Eiland,Cape Town,City of Cape Town,City of Cape Town,Western Cape,2022-01-01 10:31:50.112618,South Africa
